district,county,rep_unit,total,party,candidate,votes
1,KENOSHA,City of KENOSHA Ward 64,3,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 64,3,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 66,276,DEM,Ann Roe,171
1,KENOSHA,City of KENOSHA Ward 66,276,REP,Bryan Steil,102
1,KENOSHA,City of KENOSHA Ward 66,276,IND,Charles E. Barman,1
1,KENOSHA,City of KENOSHA Ward 66,276,SCATTERING,NA,2
1,KENOSHA,City of KENOSHA Ward 67,236,DEM,Ann Roe,134
1,KENOSHA,City of KENOSHA Ward 67,236,REP,Bryan Steil,101
1,KENOSHA,City of KENOSHA Ward 67,236,IND,Charles E. Barman,1
1,KENOSHA,City of KENOSHA Ward 67,236,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 68,0,DEM,Ann Roe,0
1,KENOSHA,City of KENOSHA Ward 68,0,REP,Bryan Steil,0
1,KENOSHA,City of KENOSHA Ward 68,0,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 68,0,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 69,0,DEM,Ann Roe,0
1,KENOSHA,City of KENOSHA Ward 69,0,REP,Bryan Steil,0
1,KENOSHA,City of KENOSHA Ward 69,0,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 69,0,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 70,26,DEM,Ann Roe,16
1,KENOSHA,City of KENOSHA Ward 70,26,REP,Bryan Steil,10
1,KENOSHA,City of KENOSHA Ward 70,26,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 70,26,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 71,0,DEM,Ann Roe,0
1,KENOSHA,City of KENOSHA Ward 71,0,REP,Bryan Steil,0
1,KENOSHA,City of KENOSHA Ward 71,0,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 71,0,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 72,0,DEM,Ann Roe,0
1,KENOSHA,City of KENOSHA Ward 72,0,REP,Bryan Steil,0
1,KENOSHA,City of KENOSHA Ward 72,0,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 72,0,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 73,0,DEM,Ann Roe,0
1,KENOSHA,City of KENOSHA Ward 73,0,REP,Bryan Steil,0
1,KENOSHA,City of KENOSHA Ward 73,0,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 73,0,SCATTERING,NA,0
1,KENOSHA,City of KENOSHA Ward 74,0,DEM,Ann Roe,0
1,KENOSHA,City of KENOSHA Ward 74,0,REP,Bryan Steil,0
1,KENOSHA,City of KENOSHA Ward 74,0,IND,Charles E. Barman,0
1,KENOSHA,City of KENOSHA Ward 74,0,SCATTERING,NA,0
1,MILWAUKEE,Village of GREENDALE Wards 1-4,3048,DEM,Ann Roe,1441
1,MILWAUKEE,Village of GREENDALE Wards 1-4,3048,REP,Bryan Steil,1591
1,MILWAUKEE,Village of GREENDALE Wards 1-4,3048,IND,Charles E. Barman,13
1,MILWAUKEE,Village of GREENDALE Wards 1-4,3048,SCATTERING,NA,3
1,MILWAUKEE,Village of GREENDALE Wards 5-8,2842,DEM,Ann Roe,1321
1,MILWAUKEE,Village of GREENDALE Wards 5-8,2842,REP,Bryan Steil,1506
1,MILWAUKEE,Village of GREENDALE Wards 5-8,2842,IND,Charles E. Barman,15
1,MILWAUKEE,Village of GREENDALE Wards 5-8,2842,SCATTERING,NA,0
1,MILWAUKEE,Village of GREENDALE Wards 9-10,1569,DEM,Ann Roe,775
1,MILWAUKEE,Village of GREENDALE Wards 9-10,1569,REP,Bryan Steil,787
1,MILWAUKEE,Village of GREENDALE Wards 9-10,1569,IND,Charles E. Barman,6
1,MILWAUKEE,Village of GREENDALE Wards 9-10,1569,SCATTERING,NA,1
1,MILWAUKEE,Village of GREENDALE Ward 11,124,DEM,Ann Roe,60
1,MILWAUKEE,Village of GREENDALE Ward 11,124,REP,Bryan Steil,63
1,MILWAUKEE,Village of GREENDALE Ward 11,124,IND,Charles E. Barman,1
1,MILWAUKEE,Village of GREENDALE Ward 11,124,SCATTERING,NA,0
1,MILWAUKEE,Village of HALES CORNERS Wards 1-3,1304,DEM,Ann Roe,550
1,MILWAUKEE,Village of HALES CORNERS Wards 1-3,1304,REP,Bryan Steil,748
1,MILWAUKEE,Village of HALES CORNERS Wards 1-3,1304,IND,Charles E. Barman,6
1,MILWAUKEE,Village of HALES CORNERS Wards 1-3,1304,SCATTERING,NA,0
1,MILWAUKEE,Village of HALES CORNERS Wards 4-6,1239,DEM,Ann Roe,534
1,MILWAUKEE,Village of HALES CORNERS Wards 4-6,1239,REP,Bryan Steil,692
1,MILWAUKEE,Village of HALES CORNERS Wards 4-6,1239,IND,Charles E. Barman,13
1,MILWAUKEE,Village of HALES CORNERS Wards 4-6,1239,SCATTERING,NA,0
1,MILWAUKEE,Village of HALES CORNERS Wards 7-9,1210,DEM,Ann Roe,558
1,MILWAUKEE,Village of HALES CORNERS Wards 7-9,1210,REP,Bryan Steil,643
1,MILWAUKEE,Village of HALES CORNERS Wards 7-9,1210,IND,Charles E. Barman,8
1,MILWAUKEE,Village of HALES CORNERS Wards 7-9,1210,SCATTERING,NA,1
1,MILWAUKEE,City of CUDAHY Wards 1-3,1619,DEM,Ann Roe,1008
1,MILWAUKEE,City of CUDAHY Wards 1-3,1619,REP,Bryan Steil,596
1,MILWAUKEE,City of CUDAHY Wards 1-3,1619,IND,Charles E. Barman,14
1,MILWAUKEE,City of CUDAHY Wards 1-3,1619,SCATTERING,NA,1
1,MILWAUKEE,City of CUDAHY Wards 4-6,1459,DEM,Ann Roe,850
1,MILWAUKEE,City of CUDAHY Wards 4-6,1459,REP,Bryan Steil,590
1,MILWAUKEE,City of CUDAHY Wards 4-6,1459,IND,Charles E. Barman,19
1,MILWAUKEE,City of CUDAHY Wards 4-6,1459,SCATTERING,NA,0
1,MILWAUKEE,City of CUDAHY Wards 7-9,989,DEM,Ann Roe,511
1,MILWAUKEE,City of CUDAHY Wards 7-9,989,REP,Bryan Steil,468
1,MILWAUKEE,City of CUDAHY Wards 7-9,989,IND,Charles E. Barman,10
1,MILWAUKEE,City of CUDAHY Wards 7-9,989,SCATTERING,NA,0
1,MILWAUKEE,City of CUDAHY Wards 10-12,1617,DEM,Ann Roe,794
1,MILWAUKEE,City of CUDAHY Wards 10-12,1617,REP,Bryan Steil,806
1,MILWAUKEE,City of CUDAHY Wards 10-12,1617,IND,Charles E. Barman,16
1,MILWAUKEE,City of CUDAHY Wards 10-12,1617,SCATTERING,NA,1
1,MILWAUKEE,City of CUDAHY Wards 13-15,1484,DEM,Ann Roe,814
1,MILWAUKEE,City of CUDAHY Wards 13-15,1484,REP,Bryan Steil,660
1,MILWAUKEE,City of CUDAHY Wards 13-15,1484,IND,Charles E. Barman,7
1,MILWAUKEE,City of CUDAHY Wards 13-15,1484,SCATTERING,NA,3
1,MILWAUKEE,City of FRANKLIN Ward 1A,61,DEM,Ann Roe,19
1,MILWAUKEE,City of FRANKLIN Ward 1A,61,REP,Bryan Steil,42
1,MILWAUKEE,City of FRANKLIN Ward 1A,61,IND,Charles E. Barman,0
1,MILWAUKEE,City of FRANKLIN Ward 1A,61,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 1B,258,DEM,Ann Roe,86
1,MILWAUKEE,City of FRANKLIN Ward 1B,258,REP,Bryan Steil,172
1,MILWAUKEE,City of FRANKLIN Ward 1B,258,IND,Charles E. Barman,0
1,MILWAUKEE,City of FRANKLIN Ward 1B,258,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 2,1047,DEM,Ann Roe,387
1,MILWAUKEE,City of FRANKLIN Ward 2,1047,REP,Bryan Steil,650
1,MILWAUKEE,City of FRANKLIN Ward 2,1047,IND,Charles E. Barman,10
1,MILWAUKEE,City of FRANKLIN Ward 2,1047,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 3,1092,DEM,Ann Roe,418
1,MILWAUKEE,City of FRANKLIN Ward 3,1092,REP,Bryan Steil,673
1,MILWAUKEE,City of FRANKLIN Ward 3,1092,IND,Charles E. Barman,1
1,MILWAUKEE,City of FRANKLIN Ward 3,1092,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 4,634,DEM,Ann Roe,240
1,MILWAUKEE,City of FRANKLIN Ward 4,634,REP,Bryan Steil,389
1,MILWAUKEE,City of FRANKLIN Ward 4,634,IND,Charles E. Barman,4
1,MILWAUKEE,City of FRANKLIN Ward 4,634,SCATTERING,NA,1
1,MILWAUKEE,City of FRANKLIN Ward 5,913,DEM,Ann Roe,388
1,MILWAUKEE,City of FRANKLIN Ward 5,913,REP,Bryan Steil,521
1,MILWAUKEE,City of FRANKLIN Ward 5,913,IND,Charles E. Barman,4
1,MILWAUKEE,City of FRANKLIN Ward 5,913,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 6,1017,DEM,Ann Roe,417
1,MILWAUKEE,City of FRANKLIN Ward 6,1017,REP,Bryan Steil,598
1,MILWAUKEE,City of FRANKLIN Ward 6,1017,IND,Charles E. Barman,2
1,MILWAUKEE,City of FRANKLIN Ward 6,1017,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 7,732,DEM,Ann Roe,311
1,MILWAUKEE,City of FRANKLIN Ward 7,732,REP,Bryan Steil,418
1,MILWAUKEE,City of FRANKLIN Ward 7,732,IND,Charles E. Barman,3
1,MILWAUKEE,City of FRANKLIN Ward 7,732,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 8,612,DEM,Ann Roe,316
1,MILWAUKEE,City of FRANKLIN Ward 8,612,REP,Bryan Steil,292
1,MILWAUKEE,City of FRANKLIN Ward 8,612,IND,Charles E. Barman,4
1,MILWAUKEE,City of FRANKLIN Ward 8,612,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 9,536,DEM,Ann Roe,261
1,MILWAUKEE,City of FRANKLIN Ward 9,536,REP,Bryan Steil,270
1,MILWAUKEE,City of FRANKLIN Ward 9,536,IND,Charles E. Barman,5
1,MILWAUKEE,City of FRANKLIN Ward 9,536,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 10,562,DEM,Ann Roe,248
1,MILWAUKEE,City of FRANKLIN Ward 10,562,REP,Bryan Steil,309
1,MILWAUKEE,City of FRANKLIN Ward 10,562,IND,Charles E. Barman,4
1,MILWAUKEE,City of FRANKLIN Ward 10,562,SCATTERING,NA,1
1,MILWAUKEE,City of FRANKLIN Ward 11,964,DEM,Ann Roe,391
1,MILWAUKEE,City of FRANKLIN Ward 11,964,REP,Bryan Steil,569
1,MILWAUKEE,City of FRANKLIN Ward 11,964,IND,Charles E. Barman,4
1,MILWAUKEE,City of FRANKLIN Ward 11,964,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 12A,116,DEM,Ann Roe,65
1,MILWAUKEE,City of FRANKLIN Ward 12A,116,REP,Bryan Steil,50
1,MILWAUKEE,City of FRANKLIN Ward 12A,116,IND,Charles E. Barman,1
1,MILWAUKEE,City of FRANKLIN Ward 12A,116,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 12C,408,DEM,Ann Roe,184
1,MILWAUKEE,City of FRANKLIN Ward 12C,408,REP,Bryan Steil,221
1,MILWAUKEE,City of FRANKLIN Ward 12C,408,IND,Charles E. Barman,2
1,MILWAUKEE,City of FRANKLIN Ward 12C,408,SCATTERING,NA,1
1,MILWAUKEE,City of FRANKLIN Ward 12B,542,DEM,Ann Roe,207
1,MILWAUKEE,City of FRANKLIN Ward 12B,542,REP,Bryan Steil,330
1,MILWAUKEE,City of FRANKLIN Ward 12B,542,IND,Charles E. Barman,5
1,MILWAUKEE,City of FRANKLIN Ward 12B,542,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 13,416,DEM,Ann Roe,156
1,MILWAUKEE,City of FRANKLIN Ward 13,416,REP,Bryan Steil,255
1,MILWAUKEE,City of FRANKLIN Ward 13,416,IND,Charles E. Barman,5
1,MILWAUKEE,City of FRANKLIN Ward 13,416,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 14,857,DEM,Ann Roe,352
1,MILWAUKEE,City of FRANKLIN Ward 14,857,REP,Bryan Steil,501
1,MILWAUKEE,City of FRANKLIN Ward 14,857,IND,Charles E. Barman,3
1,MILWAUKEE,City of FRANKLIN Ward 14,857,SCATTERING,NA,1
1,MILWAUKEE,City of FRANKLIN Ward 15C,386,DEM,Ann Roe,156
1,MILWAUKEE,City of FRANKLIN Ward 15C,386,REP,Bryan Steil,228
1,MILWAUKEE,City of FRANKLIN Ward 15C,386,IND,Charles E. Barman,2
1,MILWAUKEE,City of FRANKLIN Ward 15C,386,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 15A,92,DEM,Ann Roe,26
1,MILWAUKEE,City of FRANKLIN Ward 15A,92,REP,Bryan Steil,66
1,MILWAUKEE,City of FRANKLIN Ward 15A,92,IND,Charles E. Barman,0
1,MILWAUKEE,City of FRANKLIN Ward 15A,92,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 15B,291,DEM,Ann Roe,132
1,MILWAUKEE,City of FRANKLIN Ward 15B,291,REP,Bryan Steil,159
1,MILWAUKEE,City of FRANKLIN Ward 15B,291,IND,Charles E. Barman,0
1,MILWAUKEE,City of FRANKLIN Ward 15B,291,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 16,999,DEM,Ann Roe,388
1,MILWAUKEE,City of FRANKLIN Ward 16,999,REP,Bryan Steil,606
1,MILWAUKEE,City of FRANKLIN Ward 16,999,IND,Charles E. Barman,5
1,MILWAUKEE,City of FRANKLIN Ward 16,999,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 17,609,DEM,Ann Roe,287
1,MILWAUKEE,City of FRANKLIN Ward 17,609,REP,Bryan Steil,319
1,MILWAUKEE,City of FRANKLIN Ward 17,609,IND,Charles E. Barman,3
1,MILWAUKEE,City of FRANKLIN Ward 17,609,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 18,459,DEM,Ann Roe,172
1,MILWAUKEE,City of FRANKLIN Ward 18,459,REP,Bryan Steil,286
1,MILWAUKEE,City of FRANKLIN Ward 18,459,IND,Charles E. Barman,1
1,MILWAUKEE,City of FRANKLIN Ward 18,459,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 19,1008,DEM,Ann Roe,398
1,MILWAUKEE,City of FRANKLIN Ward 19,1008,REP,Bryan Steil,605
1,MILWAUKEE,City of FRANKLIN Ward 19,1008,IND,Charles E. Barman,4
1,MILWAUKEE,City of FRANKLIN Ward 19,1008,SCATTERING,NA,1
1,MILWAUKEE,City of FRANKLIN Ward 20,771,DEM,Ann Roe,388
1,MILWAUKEE,City of FRANKLIN Ward 20,771,REP,Bryan Steil,376
1,MILWAUKEE,City of FRANKLIN Ward 20,771,IND,Charles E. Barman,7
1,MILWAUKEE,City of FRANKLIN Ward 20,771,SCATTERING,NA,0
1,MILWAUKEE,City of FRANKLIN Ward 21,1191,DEM,Ann Roe,481
1,MILWAUKEE,City of FRANKLIN Ward 21,1191,REP,Bryan Steil,701
1,MILWAUKEE,City of FRANKLIN Ward 21,1191,IND,Charles E. Barman,8
1,MILWAUKEE,City of FRANKLIN Ward 21,1191,SCATTERING,NA,1
1,MILWAUKEE,City of FRANKLIN Ward 22,1151,DEM,Ann Roe,439
1,MILWAUKEE,City of FRANKLIN Ward 22,1151,REP,Bryan Steil,704
1,MILWAUKEE,City of FRANKLIN Ward 22,1151,IND,Charles E. Barman,7
1,MILWAUKEE,City of FRANKLIN Ward 22,1151,SCATTERING,NA,1
1,MILWAUKEE,City of OAK CREEK Ward 1,817,DEM,Ann Roe,385
1,MILWAUKEE,City of OAK CREEK Ward 1,817,REP,Bryan Steil,427
1,MILWAUKEE,City of OAK CREEK Ward 1,817,IND,Charles E. Barman,5
1,MILWAUKEE,City of OAK CREEK Ward 1,817,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 2,911,DEM,Ann Roe,396
1,MILWAUKEE,City of OAK CREEK Ward 2,911,REP,Bryan Steil,510
1,MILWAUKEE,City of OAK CREEK Ward 2,911,IND,Charles E. Barman,4
1,MILWAUKEE,City of OAK CREEK Ward 2,911,SCATTERING,NA,1
1,MILWAUKEE,City of OAK CREEK Ward 3,1026,DEM,Ann Roe,468
1,MILWAUKEE,City of OAK CREEK Ward 3,1026,REP,Bryan Steil,554
1,MILWAUKEE,City of OAK CREEK Ward 3,1026,IND,Charles E. Barman,3
1,MILWAUKEE,City of OAK CREEK Ward 3,1026,SCATTERING,NA,1
1,MILWAUKEE,City of OAK CREEK Ward 4,1067,DEM,Ann Roe,464
1,MILWAUKEE,City of OAK CREEK Ward 4,1067,REP,Bryan Steil,597
1,MILWAUKEE,City of OAK CREEK Ward 4,1067,IND,Charles E. Barman,5
1,MILWAUKEE,City of OAK CREEK Ward 4,1067,SCATTERING,NA,1
1,MILWAUKEE,City of OAK CREEK Ward 5,639,DEM,Ann Roe,318
1,MILWAUKEE,City of OAK CREEK Ward 5,639,REP,Bryan Steil,316
1,MILWAUKEE,City of OAK CREEK Ward 5,639,IND,Charles E. Barman,5
1,MILWAUKEE,City of OAK CREEK Ward 5,639,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 6,868,DEM,Ann Roe,419
1,MILWAUKEE,City of OAK CREEK Ward 6,868,REP,Bryan Steil,444
1,MILWAUKEE,City of OAK CREEK Ward 6,868,IND,Charles E. Barman,5
1,MILWAUKEE,City of OAK CREEK Ward 6,868,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 7,751,DEM,Ann Roe,335
1,MILWAUKEE,City of OAK CREEK Ward 7,751,REP,Bryan Steil,412
1,MILWAUKEE,City of OAK CREEK Ward 7,751,IND,Charles E. Barman,4
1,MILWAUKEE,City of OAK CREEK Ward 7,751,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 8,964,DEM,Ann Roe,336
1,MILWAUKEE,City of OAK CREEK Ward 8,964,REP,Bryan Steil,626
1,MILWAUKEE,City of OAK CREEK Ward 8,964,IND,Charles E. Barman,2
1,MILWAUKEE,City of OAK CREEK Ward 8,964,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 9,942,DEM,Ann Roe,424
1,MILWAUKEE,City of OAK CREEK Ward 9,942,REP,Bryan Steil,508
1,MILWAUKEE,City of OAK CREEK Ward 9,942,IND,Charles E. Barman,10
1,MILWAUKEE,City of OAK CREEK Ward 9,942,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 10,773,DEM,Ann Roe,331
1,MILWAUKEE,City of OAK CREEK Ward 10,773,REP,Bryan Steil,434
1,MILWAUKEE,City of OAK CREEK Ward 10,773,IND,Charles E. Barman,7
1,MILWAUKEE,City of OAK CREEK Ward 10,773,SCATTERING,NA,1
1,MILWAUKEE,City of OAK CREEK Ward 11,936,DEM,Ann Roe,375
1,MILWAUKEE,City of OAK CREEK Ward 11,936,REP,Bryan Steil,554
1,MILWAUKEE,City of OAK CREEK Ward 11,936,IND,Charles E. Barman,7
1,MILWAUKEE,City of OAK CREEK Ward 11,936,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 12,1083,DEM,Ann Roe,432
1,MILWAUKEE,City of OAK CREEK Ward 12,1083,REP,Bryan Steil,645
1,MILWAUKEE,City of OAK CREEK Ward 12,1083,IND,Charles E. Barman,5
1,MILWAUKEE,City of OAK CREEK Ward 12,1083,SCATTERING,NA,1
1,MILWAUKEE,City of OAK CREEK Ward 13,1040,DEM,Ann Roe,419
1,MILWAUKEE,City of OAK CREEK Ward 13,1040,REP,Bryan Steil,617
1,MILWAUKEE,City of OAK CREEK Ward 13,1040,IND,Charles E. Barman,4
1,MILWAUKEE,City of OAK CREEK Ward 13,1040,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 14,1025,DEM,Ann Roe,421
1,MILWAUKEE,City of OAK CREEK Ward 14,1025,REP,Bryan Steil,600
1,MILWAUKEE,City of OAK CREEK Ward 14,1025,IND,Charles E. Barman,4
1,MILWAUKEE,City of OAK CREEK Ward 14,1025,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 15,1043,DEM,Ann Roe,393
1,MILWAUKEE,City of OAK CREEK Ward 15,1043,REP,Bryan Steil,647
1,MILWAUKEE,City of OAK CREEK Ward 15,1043,IND,Charles E. Barman,3
1,MILWAUKEE,City of OAK CREEK Ward 15,1043,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 16,581,DEM,Ann Roe,291
1,MILWAUKEE,City of OAK CREEK Ward 16,581,REP,Bryan Steil,282
1,MILWAUKEE,City of OAK CREEK Ward 16,581,IND,Charles E. Barman,6
1,MILWAUKEE,City of OAK CREEK Ward 16,581,SCATTERING,NA,2
1,MILWAUKEE,City of OAK CREEK Ward 17,775,DEM,Ann Roe,401
1,MILWAUKEE,City of OAK CREEK Ward 17,775,REP,Bryan Steil,365
1,MILWAUKEE,City of OAK CREEK Ward 17,775,IND,Charles E. Barman,9
1,MILWAUKEE,City of OAK CREEK Ward 17,775,SCATTERING,NA,0
1,MILWAUKEE,City of OAK CREEK Ward 18,674,DEM,Ann Roe,390
1,MILWAUKEE,City of OAK CREEK Ward 18,674,REP,Bryan Steil,280
1,MILWAUKEE,City of OAK CREEK Ward 18,674,IND,Charles E. Barman,4
1,MILWAUKEE,City of OAK CREEK Ward 18,674,SCATTERING,NA,0
1,MILWAUKEE,City of ST. FRANCIS Wards 1-4,1285,DEM,Ann Roe,776
1,MILWAUKEE,City of ST. FRANCIS Wards 1-4,1285,REP,Bryan Steil,494
1,MILWAUKEE,City of ST. FRANCIS Wards 1-4,1285,IND,Charles E. Barman,14
1,MILWAUKEE,City of ST. FRANCIS Wards 1-4,1285,SCATTERING,NA,1
1,MILWAUKEE,City of ST. FRANCIS Wards 5-8,1438,DEM,Ann Roe,827
1,MILWAUKEE,City of ST. FRANCIS Wards 5-8,1438,REP,Bryan Steil,596
1,MILWAUKEE,City of ST. FRANCIS Wards 5-8,1438,IND,Charles E. Barman,15
1,MILWAUKEE,City of ST. FRANCIS Wards 5-8,1438,SCATTERING,NA,0
1,MILWAUKEE,City of ST. FRANCIS Wards 9-12,1869,DEM,Ann Roe,1193
1,MILWAUKEE,City of ST. FRANCIS Wards 9-12,1869,REP,Bryan Steil,666
1,MILWAUKEE,City of ST. FRANCIS Wards 9-12,1869,IND,Charles E. Barman,9
1,MILWAUKEE,City of ST. FRANCIS Wards 9-12,1869,SCATTERING,NA,1
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,2077,DEM,Ann Roe,1150
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,2077,REP,Bryan Steil,903
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,2077,IND,Charles E. Barman,23
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 1-4,2077,SCATTERING,NA,1
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,1796,DEM,Ann Roe,888
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,1796,REP,Bryan Steil,890
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,1796,IND,Charles E. Barman,15
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 5-8,1796,SCATTERING,NA,3
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,2425,DEM,Ann Roe,1151
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,2425,REP,Bryan Steil,1260
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,2425,IND,Charles E. Barman,13
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 9-12,2425,SCATTERING,NA,1
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,2025,DEM,Ann Roe,956
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,2025,REP,Bryan Steil,1045
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,2025,IND,Charles E. Barman,23
1,MILWAUKEE,City of SOUTH MILWAUKEE Wards 13-16,2025,SCATTERING,NA,1
1,RACINE,Town of BURLINGTON Wards 1-7,1924,DEM,Ann Roe,534
1,RACINE,Town of BURLINGTON Wards 1-7,1924,REP,Bryan Steil,1379
1,RACINE,Town of BURLINGTON Wards 1-7,1924,IND,Charles E. Barman,8
1,RACINE,Town of BURLINGTON Wards 1-7,1924,SCATTERING,NA,3
1,RACINE,Town of BURLINGTON Wards 8-11,1239,DEM,Ann Roe,361
1,RACINE,Town of BURLINGTON Wards 8-11,1239,REP,Bryan Steil,857
1,RACINE,Town of BURLINGTON Wards 8-11,1239,IND,Charles E. Barman,18
1,RACINE,Town of BURLINGTON Wards 8-11,1239,SCATTERING,NA,3
1,RACINE,Town of DOVER Wards 1-8,1793,DEM,Ann Roe,457
1,RACINE,Town of DOVER Wards 1-8,1793,REP,Bryan Steil,1322
1,RACINE,Town of DOVER Wards 1-8,1793,IND,Charles E. Barman,9
1,RACINE,Town of DOVER Wards 1-8,1793,SCATTERING,NA,5
1,RACINE,Town of NORWAY Wards 1-11,4550,DEM,Ann Roe,1028
1,RACINE,Town of NORWAY Wards 1-11,4550,REP,Bryan Steil,3500
1,RACINE,Town of NORWAY Wards 1-11,4550,IND,Charles E. Barman,21
1,RACINE,Town of NORWAY Wards 1-11,4550,SCATTERING,NA,1
1,RACINE,"Town of WATERFORD Wards 1-4,6,9-10",2827,DEM,Ann Roe,717
1,RACINE,"Town of WATERFORD Wards 1-4,6,9-10",2827,REP,Bryan Steil,2095
1,RACINE,"Town of WATERFORD Wards 1-4,6,9-10",2827,IND,Charles E. Barman,12
1,RACINE,"Town of WATERFORD Wards 1-4,6,9-10",2827,SCATTERING,NA,3
1,RACINE,"Town of WATERFORD Wards 5,7-8",800,DEM,Ann Roe,154
1,RACINE,"Town of WATERFORD Wards 5,7-8",800,REP,Bryan Steil,635
1,RACINE,"Town of WATERFORD Wards 5,7-8",800,IND,Charles E. Barman,11
1,RACINE,"Town of WATERFORD Wards 5,7-8",800,SCATTERING,NA,0
1,RACINE,Village of CALEDONIA Wards 1-2,1447,DEM,Ann Roe,410
1,RACINE,Village of CALEDONIA Wards 1-2,1447,REP,Bryan Steil,1026
1,RACINE,Village of CALEDONIA Wards 1-2,1447,IND,Charles E. Barman,11
1,RACINE,Village of CALEDONIA Wards 1-2,1447,SCATTERING,NA,0
1,RACINE,"Village of CALEDONIA Wards 3,4-5",2057,DEM,Ann Roe,737
1,RACINE,"Village of CALEDONIA Wards 3,4-5",2057,REP,Bryan Steil,1310
1,RACINE,"Village of CALEDONIA Wards 3,4-5",2057,IND,Charles E. Barman,10
1,RACINE,"Village of CALEDONIA Wards 3,4-5",2057,SCATTERING,NA,0
1,RACINE,"Village of CALEDONIA Wards 6-8,20",2767,DEM,Ann Roe,1096
1,RACINE,"Village of CALEDONIA Wards 6-8,20",2767,REP,Bryan Steil,1655
1,RACINE,"Village of CALEDONIA Wards 6-8,20",2767,IND,Charles E. Barman,14
1,RACINE,"Village of CALEDONIA Wards 6-8,20",2767,SCATTERING,NA,2
1,RACINE,"Village of CALEDONIA Wards 9-10,12-13",2564,DEM,Ann Roe,1126
1,RACINE,"Village of CALEDONIA Wards 9-10,12-13",2564,REP,Bryan Steil,1424
